stuid,schoolid,days_absent,miles_to_school,pre_test_read,pre_test_math,treatment,atrisk,grade,female
1723,F,2,3.4840372,740,802,0,0,9,0
1724,F,3,2.4941611,745,742,0,0,9,1
1725,F,2,1.4635142,785,735,0,0,12,1
1726,F,7,2.3861947,765,712,0,1,12,0
1727,F,5,4.0978565,802,763,0,1,12,0
1728,F,5,3.8351595,731,743,0,1,12,0
1729,F,6,1.3909492,772,737,0,1,11,0
1730,F,2,1.6577519,749,725,0,0,11,1
1731,F,6,1.294042,782,797,0,1,12,0
1732,F,5,3.3181951,748,731,0,1,10,0
1733,F,5,3.4326973,742,745,0,1,9,0
1734,F,2,1.8413523,779,755,0,0,9,0
1735,F,5,2.0831809,752,745,0,1,9,0
1736,F,2,2.2690969,798,800,0,0,10,1
1737,F,2,4.3014822,741,721,0,0,12,0
1738,F,4,1.2517935,728,771,0,1,11,1
1739,F,3,5.0397015,705,687,0,0,10,1
1740,F,6,1.3830563,683,707,0,1,12,0
1741,F,5,2.1547661,755,719,0,1,9,1
1742,F,7,5.7073107,742,835,0,1,12,0
1743,F,1,2.6506729,688,796,0,0,10,1
1744,F,10,1.29538,706,740,0,1,11,0
1745,F,5,2.2371864,749,724,0,1,10,1
1746,F,5,2.6858003,761,719,0,1,11,0
1747,F,8,5.0759716,795,733,0,1,10,0
1748,F,2,3.0014024,765,714,0,0,9,0
1749,F,5,3.961139,785,783,0,1,9,0
1750,F,3,2.3625669,786,786,0,0,11,1
1751,F,1,2.3826225,745,736,0,0,10,1
1752,F,2,1.3842561,732,740,0,0,9,0
1753,F,6,3.8501959,737,786,0,1,10,1
1754,F,13,2.6996076,743,746,0,1,11,1
1755,F,3,1.5720097,774,746,0,0,11,1
1756,F,5,3.1917815,763,750,0,0,11,0
1757,F,4,3.7557893,827,741,0,1,10,1
1758,F,1,3.0120168,747,746,0,0,9,1
1759,F,2,3.4843295,728,774,0,0,12,1
1760,F,6,4.8533854,715,730,0,0,9,0
1761,F,4,1.4266031,755,770,0,0,10,1
1762,F,5,3.0946705,763,771,0,1,12,0
1763,F,3,4.0477552,738,779,0,0,9,1
1764,F,3,2.2023094,723,738,0,0,11,1
1765,F,2,5.3187933,678,671,0,0,12,1
1766,F,8,3.3312316,766,769,0,1,10,1
1767,F,5,3.4157751,814,758,0,1,12,1
1768,F,4,3.8099849,754,702,0,0,10,0
1769,F,3,.86752522,747,731,0,0,11,1
1770,F,6,.9520157,793,745,0,0,11,1
1771,F,2,2.6654484,712,725,0,0,9,1
1772,F,4,4.5095448,744,762,0,0,10,0
1773,F,6,4.2307549,723,693,0,1,9,0
1774,F,3,4.6479535,719,713,0,0,10,1
1775,F,2,3.5024261,814,787,0,0,9,0
1776,F,3,3.2310257,745,707,0,0,9,0
1777,F,7,4.0071197,726,798,0,1,9,1
1778,F,6,2.3206074,794,726,0,1,11,1
1779,F,1,4.1305933,814,748,0,0,10,1
1780,F,3,4.1209488,739,748,0,0,9,0
1781,F,4,1.6106243,754,733,0,1,10,1
1782,F,3,1.7498235,738,748,0,0,10,0
1783,F,8,1.6476879,763,759,0,1,12,1
1784,F,3,1.9854438,766,787,0,0,11,1
1785,F,4,4.700563,791,798,0,0,12,1
1786,F,1,2.4012468,753,767,0,0,9,1
1787,F,9,1.1295053,719,689,0,0,10,1
1788,F,4,2.3928885,755,782,0,0,12,0
1789,F,5,.93411827,758,693,0,1,10,0
1790,F,4,6.6704922,790,759,0,0,10,1
1791,F,2,3.9060667,808,682,0,0,11,1
1792,F,2,1.781939,775,709,0,0,9,0
1793,F,3,5.3345327,749,751,0,0,11,0
1794,F,5,4.1013284,697,746,0,0,9,0
1795,F,10,2.973722,742,740,0,0,10,1
1796,F,8,2.8203795,776,731,0,1,10,1
1797,F,9,3.3978167,745,757,0,1,9,0
1798,F,6,5.5446682,741,711,0,1,9,0
1799,F,3,3.7268431,764,700,0,0,9,0
1800,F,2,1.3918144,680,681,0,0,9,0
1801,F,5,2.8434029,748,697,0,1,10,0
1802,F,4,1.2276143,715,753,0,1,10,1
1803,F,2,4.0077405,752,759,0,0,9,0
1804,F,3,5.4943018,758,791,0,0,9,0
1805,F,2,3.1212208,759,725,0,0,9,1
1806,F,4,2.6803303,797,746,0,0,10,0
1807,F,4,1.1428075,746,723,0,1,9,0
1808,F,6,2.3700273,718,747,0,0,10,1
1809,F,7,2.8636048,739,724,0,0,11,0
1810,F,1,3.1414826,748,735,0,0,12,1
1811,F,8,2.9388344,756,698,0,0,10,0
1812,F,2,3.8300591,781,797,0,0,11,1
1813,F,6,3.0541008,799,743,0,0,11,0
1814,F,2,2.9881136,839,741,0,0,11,0
1815,F,4,1.5802007,773,754,0,0,12,0
1816,F,6,2.5850642,741,708,0,0,12,0
1817,F,9,4.1552124,718,766,0,1,9,0
1818,F,4,.73170984,741,779,0,0,10,0
1819,F,6,2.5368435,777,784,0,1,9,1
1820,F,4,4.5612302,770,736,0,0,9,1
1821,F,9,2.8675535,768,721,0,0,9,0
1822,F,6,5.5649514,751,734,0,1,12,0
1823,F,4,3.2254133,740,751,0,0,12,1
1824,F,11,2.6968942,712,758,0,0,10,0
1825,F,9,2.7069588,740,758,0,1,10,1
1826,F,6,2.6446731,765,704,0,0,9,1
1827,F,9,2.6514478,764,779,0,0,10,0
1828,F,2,.94679618,660,742,0,0,10,0
1829,F,3,3.7816694,696,784,0,0,12,1
1830,F,3,4.7522922,757,728,0,0,10,0
1831,F,2,2.1285481,752,800,0,0,9,1
1832,F,5,4.214994,738,809,0,1,9,1
1833,F,7,4.3650036,754,799,0,0,12,0
1834,F,2,2.7467368,736,679,0,0,9,1
1835,F,6,2.2304673,805,770,0,1,10,0
1836,F,4,.82352477,738,768,0,1,11,1
1837,F,5,3.4244015,743,771,0,0,9,0
1838,F,5,5.3059101,698,716,0,0,9,0
1839,F,4,2.6123431,738,742,0,0,9,0
1840,F,7,3.0341659,761,798,0,1,11,0
1841,F,6,1.8264112,760,760,0,0,11,1
1842,F,1,4.8268538,803,758,0,0,9,1
1843,F,4,2.6260853,750,776,0,0,12,0
1844,F,5,3.6795619,748,826,0,0,9,1
1845,F,5,1.2022816,701,796,0,1,10,1
1846,F,2,3.3084764,757,767,0,0,11,0
1847,F,5,5.137907,732,707,0,1,11,0
1848,F,2,5.1231413,728,759,0,0,9,0
1849,F,2,2.9628341,749,786,0,0,11,1
1850,F,6,3.6409178,754,756,0,0,11,0
1851,F,4,2.0393782,731,731,0,0,11,1
1852,F,6,4.2555618,717,767,0,0,11,1
1853,F,7,1.7770128,761,729,0,1,10,0
1854,F,8,3.6121926,742,725,0,0,11,0
1855,F,6,4.905786,735,722,0,1,9,1
1856,F,5,1.3539933,794,765,0,0,12,0
1857,F,5,4.7940392,745,728,0,1,9,0
1858,F,2,3.7540114,787,725,0,0,11,0
1859,F,2,.0058770883,774,819,0,0,9,0
1860,F,4,5.4058771,692,758,0,0,10,0
1861,F,4,.75491863,758,751,0,1,10,0
1862,F,1,.67193943,770,761,0,0,9,1
1863,F,2,2.6959629,779,771,0,0,12,1
1864,F,2,3.3020165,808,763,0,0,11,0
1865,F,2,3.0065718,754,706,0,0,10,0
1866,F,10,2.4286571,750,739,0,1,9,1
1867,F,2,2.4651394,757,724,0,0,10,1
1868,F,7,1.9181051,774,760,0,1,12,0
1869,F,7,2.3501186,731,757,0,1,10,1
1870,F,3,3.774009,758,773,0,0,12,1
1871,F,3,3.8039727,744,743,0,0,10,1
1872,F,3,.30699953,779,760,0,0,10,0
1873,F,5,3.8860471,733,697,0,1,10,1
1874,F,3,3.6249044,799,750,0,0,10,0
1875,F,7,.60724419,760,767,0,1,11,0
1876,F,6,4.6504107,711,725,0,1,10,1
1877,F,2,3.1253564,718,651,0,0,11,1
1878,F,4,3.2081673,693,777,0,0,9,1
1879,F,4,2.9178853,783,722,0,0,10,1
1880,F,2,2.8212681,779,758,0,0,9,0
1881,F,6,3.78667,779,730,0,0,10,1
1882,F,2,3.7399383,766,779,0,0,11,1
1883,F,7,3.8113527,724,694,0,0,9,0
1884,F,5,4.6458879,740,705,0,1,10,0
1885,F,5,6.304513,715,741,0,0,10,1
1886,F,6,5.3431454,791,734,0,1,12,1
1887,F,6,5.2661672,758,784,0,1,11,1
1888,F,2,3.9861338,744,706,0,0,10,1
1889,F,2,2.4221039,795,790,0,0,9,0
1890,F,8,3.6042039,684,766,0,0,10,1
1891,F,6,1.1466655,710,741,0,0,9,1
1892,F,5,4.144835,730,774,0,1,9,1
1893,F,7,4.3207469,798,751,0,0,9,0
1894,F,2,1.9225498,700,737,0,0,10,1
1895,F,2,2.3650551,699,750,0,0,9,0
1896,F,1,1.4919779,773,745,0,0,12,0
1897,F,3,3.7847562,696,772,0,0,12,1
1898,F,4,2.205821,731,728,0,0,9,0
1899,F,9,3.4632185,740,762,0,1,10,0
1900,F,4,2.4957893,750,759,0,0,9,0
1901,F,6,.79928529,706,811,0,1,10,1
1902,F,1,2.3600471,764,713,0,0,9,1
1903,F,3,2.1720076,757,774,0,0,10,1
1904,F,3,4.1489367,743,716,0,0,10,1
1905,F,6,.95706362,745,724,0,1,11,1
1906,F,2,.78923637,759,799,0,0,11,1
1907,F,2,.90274358,739,757,0,0,10,0
1908,F,3,1.6687725,790,703,0,0,10,0
1909,F,9,2.6580307,730,783,0,0,12,1
1910,F,4,2.3395722,742,801,0,0,10,0
1911,F,5,4.673533,736,739,0,1,9,0
1912,F,9,3.7010913,742,781,0,0,12,1
1913,F,5,.26991311,668,791,0,1,10,1
1914,F,5,1.7071896,751,738,0,1,10,1
1915,F,4,.95080817,693,709,0,0,12,0
1916,F,2,3.4112811,793,775,0,0,9,0
1917,F,10,4.1258078,721,756,0,0,10,1
1918,F,2,3.7758563,740,773,0,0,9,1
1919,F,1,2.3677957,737,744,0,0,10,1
1920,F,1,2.0183794,766,751,0,0,9,1
1921,F,2,3.581434,735,825,0,0,12,0
1922,F,5,4.6589007,728,744,0,0,10,0
1923,F,4,2.6823769,760,705,0,0,10,0
1924,F,0,1.2158884,843,788,0,0,11,1
1925,F,11,1.9407433,779,722,0,0,11,0
1926,F,5,3.7385671,743,759,0,1,9,0
1927,F,2,4.7775593,744,786,0,0,11,1
1928,F,5,2.8158338,790,733,0,0,10,0
1929,F,11,5.4386725,757,723,0,1,9,0
1930,F,3,4.2818298,816,773,0,0,9,1
1931,F,5,1.134122,759,767,0,0,9,0
1932,F,4,2.6368239,766,711,0,0,11,0
1933,F,2,3.4685335,735,758,0,0,10,1
1934,F,4,2.9243462,744,775,0,0,12,1
1935,F,5,4.4053345,723,702,0,0,9,1
1936,F,8,.37308621,710,754,0,1,11,1
1937,F,5,1.3880371,748,838,0,1,10,0
1938,F,2,.95986098,767,743,0,0,11,1
1939,F,6,1.93609,746,761,0,0,10,1
1940,F,5,4.1160059,705,764,0,0,9,0
1941,F,2,1.9161699,758,741,0,0,12,0
1942,F,1,1.6815276,826,735,0,0,10,0
1943,F,11,3.889837,756,781,0,0,9,1
1944,F,3,4.405138,796,762,0,0,9,0
1945,F,6,3.629679,696,749,0,1,9,0
1946,F,2,2.7728846,737,726,0,0,10,0
1947,F,8,3.0297074,747,809,0,0,9,0
1948,F,2,.89563447,755,756,0,0,12,1
1949,F,5,2.5975292,762,738,0,1,10,0
1950,F,8,.39375198,743,780,0,0,11,0
1951,F,2,2.6465545,784,728,0,0,10,1
1952,F,2,3.481776,721,794,0,0,9,0
1953,F,6,3.0086601,764,744,0,0,10,0
1954,F,5,3.2826025,756,773,0,1,10,0
1955,F,6,4.6614347,770,715,0,1,10,0
1956,F,8,1.8433266,765,753,0,0,10,0
1957,F,8,1.1395406,740,781,0,1,11,0
1958,F,4,1.6093111,794,750,0,0,11,0
1959,F,2,5.0509925,724,757,0,0,9,0
1960,F,2,3.9072778,772,748,0,0,9,0
1961,F,6,1.2247202,782,746,0,1,10,0
1962,F,3,2.6476641,729,748,0,0,10,1
1963,F,7,3.6984768,712,752,0,1,9,1
1964,F,4,.42683923,720,797,0,1,9,1
1965,F,6,1.8422122,743,732,0,1,11,1
1966,F,1,2.9560847,764,749,0,0,11,1
1967,F,7,1.5200545,722,774,0,1,9,0
1968,F,4,2.843406,729,795,0,1,11,0
1969,F,5,2.9190369,726,737,0,1,11,1
1970,F,1,3.1860695,758,759,0,0,11,1
1971,F,1,2.6496956,761,816,0,0,10,0
1972,F,2,.39555109,752,787,0,0,10,0
1973,F,4,2.5868037,738,724,0,0,12,1
1974,F,8,3.6519494,716,745,0,1,11,1
1975,F,3,4.7598882,769,652,0,0,12,1
1976,F,6,1.1319833,757,745,0,0,10,1
1977,F,2,4.249649,734,736,0,0,12,1
1978,F,2,1.2369239,728,705,0,0,9,1
1979,F,5,4.2508745,763,767,0,1,9,0
1980,F,7,3.9266465,778,742,0,1,10,1
1981,F,4,.9254685,726,798,0,1,9,0
1982,F,4,5.0058675,753,753,0,0,9,0
1983,F,2,2.5902007,718,733,0,0,9,0
1984,F,1,3.7654109,782,734,0,0,10,1
1985,F,2,3.5963509,764,725,0,0,12,1
1986,F,2,4.1291699,744,757,0,0,12,1
1987,F,3,.50338274,764,777,0,0,9,0
1988,F,7,2.8825209,764,801,0,1,12,1
1989,F,5,2.7164485,756,773,0,1,9,0
1990,F,5,5.0914745,707,742,0,1,11,1
1991,F,3,2.3745663,745,714,0,0,11,0
1992,F,4,2.9145746,783,736,0,0,10,0
1993,F,2,3.4731872,759,710,0,0,9,1
1994,F,6,4.4124851,787,736,0,1,9,1
1995,F,2,1.5098984,728,768,0,0,9,0
1996,F,6,2.3033867,752,740,0,1,10,0
1997,F,5,2.2930253,724,716,0,1,12,1
1998,F,7,4.7969537,771,776,0,0,9,1
1999,F,6,2.1608553,736,788,0,0,10,1
2000,F,7,2.7544606,730,776,0,1,12,0
2001,F,10,2.2309158,739,779,0,1,9,0
2002,F,8,4.9124389,761,779,0,1,12,0
2003,F,2,2.9277279,773,734,0,0,9,1
2004,F,3,2.6882763,748,701,0,0,11,0
2005,F,5,.65396553,797,715,0,0,10,0
2006,F,10,2.1861746,795,787,0,1,12,0
2007,F,3,2.738281,726,780,0,0,9,0
2008,F,2,5.1118374,790,743,0,0,10,1
2009,F,2,2.9095142,781,728,0,0,9,0
2010,F,4,3.867342,697,779,0,0,9,0
2011,F,6,1.7664411,768,704,0,1,12,0
2012,F,3,1.453238,773,781,0,0,10,0
2013,F,7,2.8234074,703,746,0,1,10,0
2014,F,8,.44538128,721,683,0,1,10,1
2015,F,2,2.4833534,742,784,0,0,9,0
2016,F,2,3.1393774,804,754,0,0,12,0
2017,F,6,5.2152586,720,807,0,1,12,1
2018,F,5,2.663384,763,757,0,1,9,0
2019,F,2,3.5293708,793,747,0,0,11,0
2020,F,5,2.2886422,755,781,0,0,9,0
2021,F,3,3.6862438,701,811,0,0,11,0
2022,F,2,3.025089,796,786,0,0,9,0
2023,F,2,2.8038747,685,718,0,0,9,0
2024,F,6,2.6985021,764,694,0,0,12,1
2025,F,4,2.5816128,728,709,0,0,11,0
2026,F,3,2.1718938,767,711,0,0,11,0
2027,F,2,2.7856312,747,757,0,0,12,1
2028,F,3,2.9447906,735,786,0,0,11,0
2029,F,6,2.8852849,725,777,0,1,9,1
2030,F,2,2.4453156,776,744,0,0,9,0
2031,F,3,2.1094363,695,756,0,0,10,1
2032,F,5,3.8419337,760,794,0,1,11,1
2033,F,4,1.9015845,710,785,0,1,10,0
2034,F,2,1.7183857,736,804,0,0,9,1
2035,F,5,2.1666377,725,769,0,0,10,1
2036,F,3,2.177429,777,747,0,0,11,0
2037,F,4,4.4301205,731,745,0,1,9,1
2038,F,2,3.9701071,845,727,0,0,9,0
2039,F,5,2.2888579,765,777,0,0,11,0
2040,F,1,4.34726,720,743,0,0,10,1
2041,F,4,4.8963857,736,758,0,1,10,1
2042,F,4,3.3543208,756,736,0,1,9,1
2043,F,2,3.320641,684,732,0,0,10,1
2044,F,2,.73702753,729,746,0,0,11,1
2045,F,7,4.0680456,728,776,0,0,11,1
2046,F,6,3.0974424,706,746,0,1,10,0
2047,F,3,5.8655643,721,730,0,0,11,1
2048,F,3,3.3816719,778,738,0,0,10,1
2049,F,6,1.5453022,843,746,0,0,10,1
2050,F,2,2.5932012,728,727,0,0,11,0
2051,F,6,2.4610758,791,721,0,1,9,1
2052,F,3,3.4826601,752,776,0,0,10,1
2053,F,2,4.7630353,704,829,0,0,9,1
2054,F,7,1.7523309,775,774,0,1,9,0
2055,F,3,.29000473,768,760,0,0,12,1
2056,F,2,4.2122197,689,737,0,0,10,1
2057,F,5,2.6379943,771,726,0,0,11,1
2058,F,1,2.1749477,766,755,0,0,10,1
2059,F,8,1.3820615,778,753,0,1,11,0
2060,F,4,1.704222,716,712,0,0,11,1
2061,F,2,4.1430259,723,707,0,0,10,0
2062,F,4,4.9558964,776,729,0,0,11,1
2063,F,2,6.5994105,725,725,0,0,11,1
2064,F,9,3.4991889,793,703,0,0,9,1
2065,F,4,3.0782728,762,784,0,1,12,0
2066,F,8,5.2558365,750,786,0,1,9,0
2067,F,2,2.6454124,737,727,0,0,10,0
2068,F,8,1.8235412,723,664,0,1,9,1
2069,F,4,3.6220176,752,737,0,0,9,1
2070,F,11,2.8306181,734,771,0,1,10,0
2071,F,3,6.9839573,770,790,0,0,11,1
2072,F,5,1.3631622,716,733,0,0,11,0
2073,F,7,2.3464894,737,782,0,1,9,1
2074,F,4,4.0466995,737,756,0,0,9,1
2075,F,4,3.9457355,725,748,0,0,10,0
2076,F,2,6.0952044,738,748,0,0,9,0
2077,F,5,3.0476153,773,740,0,1,11,0
2078,F,7,2.9454186,761,698,0,1,10,1
2079,F,2,.58349353,681,766,0,0,10,0
2080,F,5,3.2087998,751,758,0,1,12,0
2081,F,2,4.2955155,784,711,0,0,9,1
2082,F,5,4.3491411,801,732,0,1,12,1
2083,F,2,5.0503993,794,714,0,0,9,1
2084,F,3,4.7474127,722,744,0,0,10,1
2085,F,6,3.2533081,745,711,0,1,10,0
2086,F,5,6.1663642,777,717,0,0,11,0
2087,F,9,3.2133825,707,721,0,1,12,0
2088,F,6,1.3853337,749,750,0,1,9,1
2089,F,4,1.8390262,728,733,0,1,9,1
2090,F,4,4.5726604,772,698,0,0,11,1
2091,F,6,4.7341743,721,728,0,0,9,1
2092,F,2,1.739362,741,725,0,0,10,0
2093,F,1,1.9817039,692,768,0,0,11,1
2094,F,7,2.6548901,799,774,0,1,12,0
2095,F,2,2.0325611,762,689,0,0,11,1
2096,F,4,3.6588881,710,814,0,1,10,1
2097,F,5,2.2104251,751,704,0,0,9,0
2098,F,2,3.9810882,793,739,0,0,12,1
2099,F,3,3.3819728,738,705,0,0,9,1
2100,F,10,2.075901,765,772,0,1,12,0
2101,F,4,.018549683,731,742,0,0,11,0
2102,F,2,4.1675577,722,791,0,0,9,1
2103,F,1,1.9401509,764,676,0,0,10,1
2104,F,5,2.6639986,827,765,0,1,11,1
2105,F,1,1.0757172,794,752,0,0,12,1
2106,F,9,3.4743094,705,738,0,1,9,1
2107,F,4,1.1712776,829,728,0,1,9,1
2108,F,4,2.6644607,825,783,0,1,11,1
2109,F,6,1.5520949,754,746,0,1,9,1
2110,F,2,3.2881458,798,802,0,0,10,0
2111,F,6,3.4510498,785,737,0,1,12,1
2112,F,5,3.8596866,732,759,0,0,9,1
2113,F,1,2.2777815,741,757,0,0,9,1
2114,F,8,1.2982705,679,732,0,0,10,0
2115,F,2,4.3515992,713,709,0,0,12,1
2116,F,4,2.5910225,755,752,0,1,10,0
2117,F,4,1.444347,695,765,0,0,11,1
2118,F,5,4.0059123,766,758,0,1,10,1
2119,F,1,2.1001017,725,754,0,0,10,1
2120,F,2,3.1825304,767,800,0,0,11,1
2121,F,7,2.9469583,737,706,0,1,9,0
2122,F,2,2.1209815,744,710,0,0,10,1
2123,F,2,2.3940756,812,715,0,0,10,0
2124,F,1,3.2484338,785,754,0,0,10,1
2125,F,8,4.0170851,746,729,0,1,11,1
2126,F,7,4.0515056,701,788,0,1,11,1
2127,F,10,3.8992202,782,747,0,1,10,1
2128,F,2,4.491137,779,709,0,0,10,0
2129,F,2,5.7851896,794,796,0,0,10,0
2130,F,1,1.2266327,776,698,0,0,11,1
2131,F,5,1.9596739,717,696,0,1,11,0
2132,F,9,4.8339872,775,724,0,1,9,1
2133,F,5,2.4699709,688,748,0,1,12,1
2134,F,3,.97099358,721,733,0,0,9,0
2135,F,3,5.3947301,696,714,0,0,9,0
2136,F,8,1.8607805,699,772,0,1,10,0
2137,F,4,2.7246318,774,691,0,0,9,1
2138,F,5,6.7627378,739,774,0,0,9,1
2139,F,3,2.6073198,693,776,0,0,9,1
2140,F,2,2.3652887,753,787,0,0,9,0
2141,F,2,.40374026,737,748,0,0,10,0
2142,F,8,2.9246607,773,716,0,1,10,0
2143,F,6,4.9006443,765,723,0,1,11,1
2144,F,11,1.9858333,782,778,0,1,10,0
2145,F,6,2.8577158,700,746,0,1,10,1
2146,F,4,.77118731,697,710,0,1,9,1
2147,F,2,4.8775263,751,773,0,0,11,1
2148,F,1,5.3423643,740,718,0,0,9,1
2149,F,2,.72722507,788,757,0,0,11,0
2150,F,9,2.5875864,777,755,0,1,10,1
2151,F,5,2.7407725,752,741,0,0,10,1
2152,F,6,4.2928662,715,772,0,1,11,0
2153,F,2,4.1201329,744,722,0,0,9,0
2154,F,7,1.5418463,764,705,0,0,11,1
2155,F,3,3.7253339,707,729,0,0,9,0
2156,F,5,.36348814,757,746,0,0,10,1
2157,F,5,1.1296062,713,716,0,0,12,0
2158,F,1,2.318872,735,708,0,0,9,1
2159,F,11,1.5539771,796,821,0,1,9,1
2160,F,4,2.6462142,740,742,0,1,11,0
2161,F,7,3.5384302,774,750,0,0,11,1
2162,F,5,6.730206,731,718,0,1,11,0
2163,F,2,1.1972868,786,741,0,0,12,0
2164,F,7,3.9794667,678,751,0,1,11,0
2165,F,7,2.9218884,773,749,0,1,9,0
2166,F,7,3.0938783,650,729,0,1,9,0
2167,F,6,4.6325088,739,805,0,1,11,1
2168,F,4,3.1179729,712,746,0,0,11,1
2169,F,4,5.0306277,763,753,0,1,9,0
2170,F,3,3.9055953,704,733,0,0,9,0
2171,F,5,.63749909,734,759,0,1,12,1
2172,F,5,3.7045074,778,800,0,1,11,1
2173,F,2,4.30161,730,731,0,0,9,1
2174,F,4,1.6407158,761,802,0,0,12,0
2175,F,6,.59751415,714,720,0,1,9,0
2176,F,4,1.0134227,759,799,0,0,9,1
2177,F,7,1.7214507,737,757,0,0,12,0
2178,F,3,3.8323019,689,725,0,0,10,0
2179,F,12,4.7400436,762,740,0,1,11,1
2180,F,7,3.0953834,741,756,0,1,12,1
2181,F,1,.46703061,770,756,0,0,9,1
2182,F,6,1.6990806,706,775,0,1,9,0
2183,F,7,5.4855199,743,757,0,1,9,1
2184,F,2,6.1836534,730,741,0,0,9,1
2185,F,2,2.8321941,732,781,0,0,10,0
2186,F,2,2.6773784,732,766,0,0,12,1
2187,F,2,1.6664733,735,736,0,0,12,0
2188,F,2,4.7606344,763,752,0,0,9,1
2189,F,6,2.699719,773,724,0,1,10,1
2190,F,2,3.3996022,756,708,0,0,10,1
2191,F,17,4.0980854,708,807,0,1,11,1
2192,F,7,2.5548255,749,771,0,1,11,0
2193,F,6,1.0923337,757,760,0,1,9,1
2194,F,2,3.0989308,772,798,0,0,10,1
2195,F,5,4.2827525,755,744,0,1,11,1
2196,F,5,2.9585669,760,742,0,1,11,1
2197,F,2,5.553462,742,807,0,0,12,1
2198,F,2,1.6578602,711,755,0,0,10,0
2199,F,1,4.5255189,767,717,0,0,11,1
2200,F,3,2.3066177,711,715,0,0,10,0
2201,F,12,2.5444705,825,793,0,0,11,0
2202,F,8,3.2449436,742,685,0,1,12,0
2203,F,5,3.3453605,750,710,0,1,10,0
2204,F,5,4.127068,766,737,0,1,11,1
2205,F,2,4.6271963,703,753,0,0,9,1
2206,F,5,5.8027911,667,757,0,1,11,1
2207,F,6,4.2980561,838,774,0,1,11,1
2208,F,3,5.6360865,756,762,0,0,9,0
2209,F,3,2.6102562,733,769,0,0,9,0
2210,F,3,2.3324392,696,791,0,0,12,1
2211,F,5,4.505712,763,729,0,0,12,0
2212,F,9,3.5316045,650,772,0,1,10,0
2213,F,8,2.8198161,715,679,0,1,10,0
2214,F,2,4.9423075,770,738,0,0,10,1
2215,F,2,3.9509184,768,780,0,0,10,0
2216,F,2,3.7909889,758,723,0,0,11,0
2217,F,6,3.8523719,782,753,0,1,11,1
2218,F,3,2.0540259,780,734,0,0,12,1
2219,F,3,5.1481185,707,754,0,0,9,1
2220,F,7,3.7241359,714,792,0,0,9,0
2221,F,2,3.8261628,725,735,0,0,12,0
2222,F,2,.38318187,785,698,0,0,11,1
2223,F,4,2.34149,750,727,0,0,12,0
2224,F,1,2.5413861,759,840,0,0,9,1
2225,F,7,3.8468809,752,764,0,1,9,1
2226,F,2,3.644016,784,723,0,0,10,0
2227,F,8,3.838306,847,715,0,1,11,0
2228,F,6,2.8365855,755,749,0,1,11,0
2229,F,4,1.5832423,767,751,0,1,9,1
2230,F,6,5.6687207,705,769,0,1,9,0
2231,F,7,2.5547473,776,743,0,1,10,1
2232,F,4,1.7114568,742,802,0,0,10,0
2233,F,3,.54880869,711,763,0,0,10,1
2234,F,10,3.8747025,783,739,0,1,10,1
2235,F,2,1.8487707,722,778,0,0,9,1
2236,F,6,4.1569896,759,789,0,1,10,1
2237,F,3,3.0876136,729,768,0,0,9,0
2238,F,3,6.1365461,778,703,0,0,12,0
2239,F,5,3.5642741,772,809,0,0,10,0
2240,F,5,5.5684605,735,775,0,1,10,0
2241,F,13,3.7591233,773,699,0,1,10,0
2242,F,4,2.4683404,749,725,0,0,9,1
2243,F,3,2.4251552,745,773,0,0,12,1
2244,F,1,2.5209301,749,790,0,0,9,1
2245,F,6,3.1486585,730,732,0,1,11,0
2246,F,3,5.4773769,740,743,0,0,9,0
2247,F,3,2.6451046,799,771,0,0,12,0
2248,F,4,1.1573058,732,711,0,1,10,1
2249,F,1,2.6828032,783,779,0,0,9,1
2250,F,5,2.0331993,770,716,0,1,11,0
2251,F,8,.48185971,673,777,0,1,12,0
2252,F,6,1.7313285,747,751,0,1,12,0
2253,F,3,4.4456935,753,728,0,0,10,0
2254,F,1,2.7593505,785,721,0,0,11,1
2255,F,3,5.5863323,745,783,0,0,12,1
2256,F,3,5.1005316,719,775,0,0,12,1
2257,F,2,1.2110195,722,727,0,0,9,0
2258,F,5,.98168451,766,782,0,1,10,0
2259,F,2,1.3185971,722,728,0,0,9,1
2260,F,4,2.4783566,757,733,0,0,9,1
2261,F,3,1.8481762,747,766,0,0,10,1
2262,F,5,4.0498023,776,764,0,1,10,0
2263,F,4,4.0141931,814,728,0,0,10,0
2264,F,2,2.6511781,744,741,0,0,10,1
2265,F,5,1.1439881,769,752,0,1,11,0
2266,F,6,2.9410632,761,752,0,1,9,1
2267,F,5,2.1772194,805,699,0,1,10,0
2268,F,8,5.1285896,708,761,0,1,11,0
2269,F,2,1.5557629,753,777,0,0,11,1
2270,F,6,1.1792088,765,703,0,1,11,0
2271,F,7,5.2212443,772,719,0,1,9,0
2272,F,4,1.6389714,771,728,0,1,9,0
2273,F,6,3.7369037,739,695,0,1,11,0
2274,F,5,1.6074554,770,700,0,1,9,0
2275,F,8,.14358056,724,774,0,1,9,0
2276,F,2,5.7410693,724,827,0,0,11,1
2277,F,6,3.3843117,769,780,0,1,10,1
2278,F,10,2.5436182,774,798,0,1,12,1
2279,F,4,4.149435,687,740,0,0,10,1
2280,F,5,.66860777,747,744,0,0,11,1
2281,F,7,5.6798153,747,772,0,1,9,1
2282,F,4,6.6170211,751,762,0,0,11,0
2283,F,5,3.9772947,717,731,0,0,10,0
