stuid,schoolid,female,grade,atrisk,ell,iep,treatment,classroom,pre_test_math,pre_test_read,post_test_math
1735,B,1,7,0,0,0,0,38,823,716,797
1736,B,0,,1,0,0,0,41,794,746,757
1737,B,0,7,1,0,0,0,43,762,700,763
1738,B,1,7,0,0,0,0,47,712,775,694
1739,B,1,7,0,0,0,0,53,736,739,734
1740,B,0,8,1,0,0,0,56,735,743,735
1741,B,0,8,0,0,1,1,34,770,778,717
1742,B,0,,0,0,0,1,34,760,751,729
1743,B,0,8,1,0,0,0,40,762,692,735
1744,B,1,,0,1,0,1,36,789,737,778
1745,B,0,,0,1,0,0,38,773,742,761
1746,B,0,7,0,1,0,0,57,687,741,711
1747,B,0,,0,1,0,0,41,795,758,749
1748,B,1,8,0,0,1,0,58,736,783,728
1749,B,0,7,0,0,0,1,32,707,744,651
1750,B,0,,1,0,1,0,37,727,764,675
1751,B,0,8,1,0,1,0,52,727,720,718
1752,B,0,,0,1,1,0,50,802,840,762
1753,B,0,,1,0,0,0,50,691,741,680
1754,B,1,8,1,0,0,1,31,729,717,699
1755,B,0,,1,0,0,0,49,765,739,739
1756,B,0,8,0,0,0,0,56,736,693,715
1757,B,1,,0,0,0,0,40,733,789,718
1758,B,1,,0,0,0,0,58,730,745,716
1759,B,0,7,1,1,0,0,49,705,745,696
1760,B,1,,1,0,0,0,37,708,725,680
1761,B,1,,0,0,0,0,43,792,712,776
1762,B,0,,1,1,0,0,58,745,746,744
1763,B,1,8,0,0,0,1,35,713,794,672
1764,B,0,,0,0,0,0,50,746,745,779
1765,B,1,7,0,1,0,0,58,778,768,785
1766,B,0,7,0,0,0,0,53,726,723,723
1767,B,0,7,0,0,1,0,54,727,774,705
1768,B,0,8,1,0,0,0,57,751,724,749
1769,B,0,,0,1,0,0,38,770,756,700
1770,B,1,,0,0,0,1,31,771,766,768
1771,B,0,8,0,1,0,0,38,820,794,826
1772,B,0,,0,0,0,0,46,721,732,709
1773,B,0,8,0,0,0,0,49,724,771,744
1774,B,1,8,0,0,0,1,33,744,793,740
1775,B,1,,0,1,0,0,49,755,778,755
1776,B,1,,1,1,1,0,41,679,788,653
1777,B,0,7,1,0,0,0,57,711,747,689
1778,B,0,8,1,0,1,1,34,794,759,775
1779,B,0,,1,0,0,0,47,764,786,762
1780,B,1,,1,0,0,0,49,748,775,737
1781,B,1,7,0,0,0,0,49,743,712,730
1782,B,1,8,0,0,0,1,33,737,739,755
1783,B,0,7,1,0,0,0,44,746,764,790
1784,B,0,7,0,0,0,0,39,693,737,679
1785,B,1,8,0,0,0,0,45,735,781,703
1786,B,1,8,1,0,0,0,59,822,737,762
1787,B,0,8,1,0,0,0,56,785,781,703
1788,B,0,,0,1,0,0,52,717,774,699
1789,B,1,,0,0,0,0,44,746,732,742
1790,B,1,,0,1,0,0,57,760,719,695
1791,B,1,7,1,0,0,0,56,717,773,722
1792,B,0,,0,0,0,1,36,735,772,734
1793,B,1,,0,1,0,0,44,781,721,760
1794,B,1,,0,1,0,0,58,708,720,683
1795,B,0,7,0,0,0,1,30,779,695,751
1796,B,0,,0,1,0,1,33,751,752,726
1797,B,1,8,1,0,0,0,47,712,757,763
1798,B,0,7,0,0,1,0,37,752,729,745
1799,B,0,7,1,0,1,1,36,727,736,680
1800,B,0,8,0,1,0,0,55,801,775,783
1801,B,0,8,0,0,0,0,37,754,757,756
1802,B,0,8,0,1,0,0,45,728,769,749
1803,B,0,8,0,0,1,0,38,747,771,728
1804,B,0,,1,0,1,0,56,777,733,770
1805,B,1,7,1,1,0,0,43,759,791,730
1806,B,1,,1,1,0,1,31,808,696,751
1807,B,0,8,0,0,0,0,45,713,728,749
1808,B,1,8,0,0,0,0,47,745,839,740
1809,B,1,,0,0,0,0,55,711,771,713
1810,B,0,7,0,0,0,0,48,720,789,698
1811,B,1,8,0,0,1,0,39,726,792,726
1812,B,0,7,0,0,1,0,37,707,769,671
1813,B,0,,1,0,1,0,55,792,769,790
1814,B,1,,0,0,1,1,30,722,704,736
1815,B,1,8,0,0,0,0,53,724,711,703
1816,B,0,8,1,0,0,1,30,749,771,719
1817,B,1,,1,1,1,0,57,774,730,756
1818,B,0,7,0,1,0,0,48,781,739,696
1819,B,0,8,0,0,0,0,47,809,716,748
1820,B,1,,1,0,0,0,41,704,761,724
1821,B,1,8,0,0,0,1,32,755,750,722
1822,B,1,8,0,0,0,0,55,751,710,711
1823,B,0,8,0,1,0,0,43,748,790,728
1824,B,0,7,1,0,0,0,44,793,724,834
1825,B,0,7,1,0,0,0,41,792,708,765
1826,B,1,8,1,0,0,0,56,827,768,820
1827,B,1,7,0,0,0,1,32,746,764,725
1828,B,1,,0,0,0,1,30,730,743,730
1829,B,0,,0,0,0,0,43,743,741,692
1830,B,0,8,0,0,0,0,38,672,758,650
1831,B,0,7,0,0,0,1,35,712,765,689
1832,B,1,8,1,0,0,0,56,715,803,732
1833,B,0,7,0,0,0,1,32,749,760,743
1834,B,1,,0,1,0,0,48,721,698,693
1835,B,1,,0,1,0,0,37,740,683,716
1836,B,1,8,1,0,0,0,48,770,666,734
1837,B,0,,0,0,0,0,58,772,773,764
1838,B,0,7,0,0,0,1,30,716,737,725
1839,B,1,8,0,0,0,1,30,735,756,718
1840,B,1,7,0,1,0,0,38,769,762,732
1841,B,1,7,0,0,1,0,41,716,699,673
1842,B,0,7,1,0,1,1,31,773,725,739
1843,B,1,,0,0,0,0,48,784,809,737
1844,B,1,7,0,1,0,0,37,739,761,723
1845,B,0,8,1,0,1,1,36,754,757,734
1846,B,0,,0,0,0,1,36,771,706,790
1847,B,1,,0,1,0,1,32,772,714,757
1848,B,1,8,1,0,1,0,55,781,674,742
1849,B,0,7,0,0,0,0,54,793,726,727
1850,B,0,8,1,1,1,0,52,712,728,737
1851,B,0,8,0,0,1,0,59,740,741,691
1852,B,1,8,1,0,0,0,58,747,786,650
1853,B,1,,0,0,1,0,55,729,718,695
1854,B,0,8,0,0,1,0,42,734,805,731
1855,B,1,8,1,1,0,0,41,719,714,745
1856,B,1,7,1,0,0,0,44,780,779,771
1857,B,0,,1,0,0,0,53,815,762,788
1858,B,0,,1,0,0,0,40,712,708,712
1859,B,1,7,0,1,0,0,50,781,729,725
1860,B,0,,1,1,0,0,37,796,775,802
1861,B,1,7,0,0,0,0,41,699,791,672
1862,B,1,8,1,0,0,0,49,734,747,682
1863,B,0,8,0,0,0,0,38,782,805,806
1864,B,1,,0,1,0,0,47,812,743,757
1865,B,0,7,1,1,0,0,42,712,738,687
1866,B,1,7,1,0,0,1,34,719,746,736
1867,B,0,,1,0,0,1,34,745,743,738
1868,B,0,7,1,1,0,0,41,724,753,733
1869,B,1,7,0,0,1,0,57,747,777,704
1870,B,0,,0,0,0,1,34,693,750,676
1871,B,1,,0,0,1,0,59,768,701,701
1872,B,1,,0,0,0,1,33,758,746,735
1873,B,1,8,0,1,0,0,58,779,737,750
1874,B,1,7,0,0,0,0,41,734,722,700
1875,B,1,7,0,0,0,0,56,771,746,707
1876,B,0,8,1,0,0,0,59,746,728,744
1877,B,0,,0,0,1,0,40,808,752,800
1878,B,1,,0,0,0,0,48,719,735,696
1879,B,1,8,0,0,0,0,39,757,768,694
1880,B,0,,0,0,0,0,46,694,718,705
1881,B,1,7,1,1,0,1,33,787,772,770
1882,B,1,,1,0,0,0,43,762,742,654
1883,B,1,8,0,0,0,0,44,749,747,747
1884,B,1,7,0,0,1,1,32,762,778,698
1885,B,0,8,1,0,1,0,56,766,764,755
1886,B,1,7,1,0,1,0,55,755,800,719
1887,B,0,,0,0,1,0,48,756,734,732
1888,B,0,7,1,1,0,0,47,773,730,761
1889,B,0,8,1,0,0,1,36,714,781,700
1890,B,1,8,0,1,0,0,54,781,779,691
1891,B,1,8,1,0,0,1,33,748,775,741
1892,B,0,7,1,0,0,1,34,721,746,702
1893,B,1,,0,0,0,0,38,790,766,719
1894,B,0,8,0,1,1,1,30,720,725,714
1895,B,1,8,0,1,0,0,56,713,779,699
1896,B,1,8,0,0,0,0,47,766,761,746
1897,B,1,7,0,0,1,1,33,752,732,683
1898,B,0,7,0,0,0,0,53,774,719,756
1899,B,1,7,0,1,0,0,37,740,715,723
1900,B,1,8,0,0,1,0,55,738,751,737
1901,B,1,8,0,0,0,0,44,792,781,751
1902,B,0,,1,0,0,0,48,765,733,713
1903,B,0,,0,0,0,0,55,756,782,704
1904,B,1,,1,0,0,0,48,742,698,715
1905,B,0,7,0,1,0,0,46,801,753,797
1906,B,1,7,1,0,1,0,58,779,656,720
1907,B,0,,0,0,0,1,32,690,777,656
1908,B,0,,0,0,0,0,43,726,747,693
1909,B,0,7,1,0,0,0,53,749,790,750
1910,B,0,7,0,0,0,0,45,760,800,681
1911,B,1,7,1,0,0,0,46,710,805,688
1912,B,0,8,0,1,0,0,44,757,731,735
1913,B,0,7,1,0,0,0,37,788,768,795
1914,B,0,7,0,0,0,0,53,765,751,750
1915,B,0,8,0,1,0,1,33,674,752,650
1916,B,0,,0,0,1,0,51,707,692,715
1917,B,1,,0,0,0,0,43,748,762,768
1918,B,1,,1,1,1,0,59,776,706,744
1919,B,0,,0,0,1,0,59,770,774,780
1920,B,1,7,1,1,0,0,40,774,787,751
1921,B,0,7,0,0,0,0,58,743,783,704
1922,B,1,8,0,0,0,0,48,731,783,677
1923,B,0,7,0,0,0,0,58,739,733,707
1924,B,0,8,0,0,0,1,36,757,722,746
1925,B,0,8,0,0,1,0,39,749,709,675
1926,B,1,8,0,0,0,0,48,752,709,752
1927,B,0,7,0,1,0,0,58,735,745,702
1928,B,1,7,1,0,1,0,51,813,780,794
1929,B,1,,0,0,1,1,34,768,724,748
1930,B,1,,0,1,0,1,36,679,787,676
1931,B,0,7,0,0,0,0,53,690,776,668
1932,B,1,8,1,0,0,0,51,755,721,709
1933,B,0,8,0,1,0,0,59,745,751,715
1934,B,0,7,0,0,0,0,57,719,712,677
1935,B,0,,0,1,0,0,58,714,751,678
1936,B,0,,0,1,0,1,31,713,760,662
1937,B,0,8,0,1,0,1,30,766,711,729
1938,B,0,8,0,1,0,0,57,763,737,731
1939,B,0,8,1,0,0,0,46,742,720,706
1940,B,1,7,1,1,0,0,51,761,747,762
1941,B,0,7,0,0,1,0,57,723,759,708
1942,B,1,,0,0,0,0,40,726,755,703
1943,B,1,7,1,1,1,1,34,693,763,697
1944,B,0,,0,1,0,1,36,736,777,745
1945,B,1,8,0,1,0,0,43,721,768,697
1946,B,0,,0,0,1,1,32,781,742,730
1947,B,1,8,0,0,0,0,52,737,758,723
1948,B,1,7,0,1,0,1,33,721,719,689
1949,B,0,8,0,0,0,0,52,781,759,765
1950,B,0,7,0,0,0,0,38,709,721,664
1951,B,1,8,1,0,1,0,52,750,726,728
1952,B,1,7,0,0,0,0,46,783,764,731
1953,B,0,7,0,1,0,1,36,704,787,688
1954,B,1,,0,0,0,1,34,742,800,702
1955,B,1,7,0,1,0,0,49,729,755,696
1956,B,1,,1,1,0,0,51,773,757,755
1957,B,1,7,1,0,0,0,40,832,731,803
1958,B,1,8,0,0,1,0,40,712,779,716
1959,B,1,7,1,0,0,0,58,743,771,741
1960,B,1,7,0,0,0,0,40,747,745,727
1961,B,1,8,0,0,1,1,36,769,751,757
1962,B,0,8,0,0,0,1,33,739,797,710
1963,B,1,7,1,0,1,1,32,789,781,843
1964,B,1,8,0,0,0,0,51,778,687,739
1965,B,1,7,0,0,1,0,52,769,724,732
1966,B,1,8,0,1,0,0,57,777,778,711
1967,B,1,7,1,0,0,0,45,755,732,743
1968,B,1,8,0,0,0,0,54,763,716,756
1969,B,0,7,1,0,0,0,52,736,757,693
1970,B,0,8,0,0,0,1,35,761,810,773
1971,B,1,7,0,0,1,0,48,737,795,691
1972,B,0,,1,0,0,0,44,797,751,784
1973,B,0,7,0,0,0,0,59,805,789,773
1974,B,0,,1,0,1,0,38,712,821,669
1975,B,1,7,1,0,0,1,31,776,758,792
1976,B,1,,0,0,1,0,47,757,803,730
1977,B,0,,0,0,0,1,31,746,764,729
1978,B,1,,1,1,0,1,36,713,774,692
1979,B,0,,1,1,0,0,47,773,804,796
1980,B,0,7,0,0,0,0,49,724,762,722
1981,B,1,,0,1,0,1,35,718,730,721
1982,B,0,7,0,0,1,0,53,780,705,737
1983,B,1,,1,0,0,1,30,748,755,740
1984,B,1,,1,0,1,1,30,786,766,725
1985,B,0,8,0,1,0,0,42,723,801,703
1986,B,0,,0,1,0,1,35,746,753,718
1987,B,1,8,1,1,0,0,56,717,778,663
1988,B,1,7,1,1,0,0,57,848,753,746
1989,B,0,8,1,0,0,0,53,754,790,706
1990,B,1,8,0,1,0,0,38,709,758,687
1991,B,1,,0,0,1,0,40,770,792,729
1992,B,0,,1,1,0,0,44,733,770,734
1993,B,0,7,0,0,0,0,50,707,780,671
1994,B,1,8,1,1,0,0,42,751,738,731
1995,B,0,,0,0,0,1,30,791,729,795
1996,B,0,7,0,0,0,0,49,699,735,682
1997,B,0,7,1,0,0,0,51,766,741,723
1998,B,1,7,0,0,0,0,49,760,774,723
1999,B,1,,1,0,0,0,45,735,809,723
2000,B,1,,0,0,0,0,52,735,795,756
2001,B,0,7,0,1,1,0,39,748,737,744
2002,B,0,8,0,0,0,0,41,769,817,720
2003,B,1,7,1,1,0,0,43,704,730,687
2004,B,0,,0,1,0,0,48,765,734,724
2005,B,0,,0,0,0,0,50,727,715,674
2006,B,1,7,0,0,0,1,30,807,751,758
2007,B,0,,1,0,0,1,33,726,718,682
2008,B,1,7,0,1,0,0,54,688,771,717
2009,B,0,,0,0,0,0,57,781,760,750
2010,B,1,7,0,0,0,0,37,749,755,765
2011,B,1,,0,0,1,0,52,728,753,689
2012,B,1,8,0,1,0,0,39,769,809,779
2013,B,1,8,0,0,0,1,30,785,778,807
2014,B,1,8,0,0,0,0,54,711,775,700
2015,B,0,,0,1,0,0,57,725,755,711
2016,B,0,8,1,0,0,0,51,738,762,753
2017,B,0,,0,0,0,0,43,708,750,650
2018,B,1,,1,0,0,0,47,798,768,795
2019,B,0,8,0,1,0,0,50,786,691,736
2020,B,0,,0,0,0,0,49,760,702,743
2021,B,1,7,0,0,0,1,30,739,775,728
2022,B,1,7,0,0,0,0,56,723,782,747
2023,B,1,,0,0,1,0,57,752,693,708
2024,B,1,,1,0,1,0,55,778,690,786
2025,B,1,8,0,0,1,0,58,777,803,749
2026,B,1,7,0,0,0,0,59,734,767,694
2027,B,0,7,1,0,0,0,48,719,746,689
2028,B,1,,1,1,1,0,54,710,750,727
2029,B,0,7,1,0,0,0,55,785,762,780
2030,B,0,8,1,1,0,0,39,797,766,745
2031,B,1,7,1,0,1,0,54,809,715,800
2032,B,0,8,0,0,0,0,44,750,677,715
2033,B,1,,0,0,0,0,43,756,728,749
2034,B,1,8,1,0,0,1,31,725,781,717
2035,B,1,,1,0,0,1,32,717,735,706
2036,B,1,7,0,0,0,0,51,702,815,687
2037,B,1,7,1,0,1,0,57,728,709,660
2038,B,0,8,1,0,0,1,31,704,738,709
2039,B,0,,1,0,0,0,38,726,738,737
2040,B,0,,0,0,0,0,43,748,788,733
2041,B,1,7,1,0,0,1,35,786,728,758
2042,B,1,,1,1,1,1,36,747,730,727
2043,B,1,8,0,0,1,1,33,783,725,777
2044,B,1,,1,0,0,1,35,718,761,689
2045,B,1,,1,0,0,0,53,763,807,768
2046,B,1,8,1,1,1,1,35,758,675,747
2047,B,0,8,1,0,0,0,54,765,744,777
2048,B,1,,0,0,0,0,46,777,838,759
2049,B,0,7,0,0,0,1,30,758,751,786
2050,B,1,7,0,0,0,0,41,790,748,762
2051,B,1,8,0,0,0,0,44,709,731,745
2052,B,0,7,0,1,0,0,51,728,738,704
2053,B,1,7,1,1,0,0,48,695,775,740
2054,B,0,8,1,1,0,1,30,763,775,742
2055,B,0,,1,0,1,0,41,743,775,748
2056,B,1,8,0,0,0,0,48,743,766,739
2057,B,0,,1,0,0,0,38,742,713,716
2058,B,0,8,0,0,0,0,41,840,757,827
2059,B,0,8,0,0,0,0,49,758,822,734
2060,B,0,8,0,0,0,0,53,778,815,760
2061,B,0,8,0,1,0,0,56,791,751,757
2062,B,0,7,1,1,0,1,36,711,717,740
2063,B,0,7,1,0,0,1,36,795,795,793
2064,B,1,8,0,0,1,1,32,750,744,725
2065,B,0,,0,0,0,0,50,807,764,779
2066,B,0,8,1,1,0,0,39,711,773,706
2067,B,1,,0,0,0,0,52,734,763,772
2068,B,1,8,0,0,0,1,36,746,737,697
2069,B,1,,1,1,0,1,32,759,713,760
2070,B,1,,0,0,0,1,36,768,760,766
2071,B,0,,0,0,0,0,42,807,785,793
2072,B,1,8,1,0,0,0,45,755,779,775
2073,B,0,,0,0,0,0,58,804,746,791
2074,B,0,,0,0,1,0,54,769,690,722
2075,B,0,7,0,0,0,0,47,719,653,740
2076,B,1,8,0,0,0,0,50,780,755,750
2077,B,0,,0,0,1,0,39,757,732,723
2078,B,1,8,0,1,0,0,42,810,746,795
2079,B,0,8,0,0,1,1,32,739,715,654
2080,B,0,,0,0,0,0,54,753,766,736
2081,B,0,8,1,0,1,0,49,751,698,737
2082,B,1,8,0,0,0,0,40,746,717,690
2083,B,0,8,0,0,0,0,56,777,738,745
2084,B,0,8,1,0,0,0,50,775,771,701
2085,B,1,,0,0,0,0,40,750,781,746
2086,B,0,7,1,1,0,0,50,763,761,756
2087,B,0,7,1,0,0,0,44,722,737,680
2088,B,0,8,0,0,0,0,51,788,742,706
2089,B,1,,0,0,0,1,34,781,770,748
2090,B,1,,0,1,0,0,50,806,761,754
2091,B,1,,1,0,0,0,41,759,764,729
2092,B,1,8,0,0,0,0,48,800,772,788
2093,B,0,8,0,0,0,0,49,780,737,746
2094,B,0,7,1,0,0,0,46,758,744,686
2095,B,0,7,0,0,0,0,57,743,760,713
2096,B,1,7,0,0,0,0,58,734,706,732
2097,B,1,7,0,1,0,0,47,754,732,699
2098,B,1,7,0,0,0,0,57,712,760,725
2099,B,1,8,0,0,0,0,51,783,768,758
2100,B,0,,0,1,0,0,56,798,754,741
2101,B,1,,1,0,0,1,32,748,761,753
2102,B,0,,1,0,0,0,55,754,732,738
2103,B,1,,1,0,0,0,58,739,799,742
2104,B,0,7,0,1,1,1,30,792,699,758
2105,B,1,8,0,0,0,0,52,702,757,678
2106,B,1,7,1,0,0,1,35,767,739,722
2107,B,0,,1,1,0,0,59,705,805,695
2108,B,0,7,0,0,0,1,31,729,735,697
2109,B,1,7,0,0,0,0,40,713,806,676
2110,B,1,8,1,1,0,0,38,770,745,685
2111,B,1,8,1,0,0,0,39,776,822,805
2112,B,0,8,0,0,0,0,43,773,744,691
2113,B,1,7,0,0,1,1,32,754,778,706
2114,B,0,,1,0,0,0,48,794,748,744
2115,B,0,8,1,0,0,0,37,768,727,750
2116,B,0,7,0,1,0,0,40,746,730,702
2117,B,1,7,0,0,0,0,49,777,767,762
2118,B,1,7,1,1,0,0,39,766,770,725
2119,B,1,8,1,0,0,1,31,740,747,738
2120,B,1,,0,1,0,0,41,760,707,773
2121,B,1,7,0,0,1,0,47,713,739,738
2122,B,0,,0,0,1,0,54,788,769,784
2123,B,1,8,1,1,0,0,51,759,767,752
2124,B,0,7,0,0,0,0,55,724,737,668
2125,B,1,,0,0,0,1,33,777,725,698
2126,B,0,8,0,0,0,0,37,790,707,740
2127,B,1,,1,0,0,0,40,749,740,702
2128,B,0,7,0,1,0,0,42,724,751,650
2129,B,1,,0,0,0,0,38,744,740,741
2130,B,0,7,0,0,1,0,50,710,749,681
2131,B,0,8,0,0,1,0,51,766,826,778
2132,B,1,7,0,0,0,0,42,759,728,696
2133,B,1,7,1,0,0,0,41,726,725,660
2134,B,0,8,0,0,0,0,37,679,725,650
2135,B,0,8,0,0,0,0,53,727,771,725
2136,B,1,7,0,0,0,0,44,719,796,703
2137,B,0,8,1,0,0,1,35,747,734,734
2138,B,0,7,0,0,0,0,59,731,754,747
2139,B,0,,1,0,0,0,55,741,756,745
2140,B,0,,0,0,0,1,35,765,762,770
2141,B,0,8,1,0,0,0,44,770,749,788
2142,B,1,7,1,0,0,1,30,716,744,689
2143,B,0,8,1,0,0,0,45,765,702,765
2144,B,1,7,1,1,0,0,39,799,780,748
2145,B,1,7,1,0,0,0,46,761,771,811
2146,B,0,8,1,0,0,0,49,719,749,714
2147,B,0,7,0,0,0,0,57,776,751,719
2148,B,0,8,1,0,0,0,50,708,738,683
2149,B,0,,0,1,0,1,34,739,732,717
2150,B,0,8,0,1,0,0,47,733,752,739
2151,B,1,7,1,1,1,0,49,790,742,754
2152,B,1,7,0,1,0,1,34,754,751,760
2153,B,0,8,0,0,0,0,47,756,721,704
2154,B,1,,0,0,0,0,40,759,759,778
2155,B,0,7,1,1,0,0,39,756,738,667
2156,B,0,7,1,0,0,0,39,757,785,765
2157,B,0,,0,0,1,1,33,726,757,732
2158,B,0,8,0,1,0,0,38,761,689,758
2159,B,0,7,0,1,0,0,45,752,692,707
2160,B,1,7,0,0,0,0,49,784,723,739
2161,B,0,,0,0,0,0,46,785,752,721
2162,B,0,7,0,1,0,0,38,721,774,714
2163,B,0,7,0,1,1,0,39,775,771,766
2164,B,0,8,0,0,1,0,56,727,744,711
2165,B,1,8,1,0,0,0,58,779,727,755
2166,B,0,7,1,0,0,0,38,726,744,737
2167,B,0,,0,0,0,0,42,793,773,756
2168,B,1,,0,0,0,1,36,739,782,730
2169,B,0,,0,0,1,0,56,757,778,710
2170,B,0,8,0,0,0,0,57,727,728,692
2171,B,0,,0,1,1,1,30,777,657,779
2172,B,1,,1,0,0,0,52,745,727,693
2173,B,1,7,0,0,0,0,39,728,770,751
2174,B,0,,0,1,0,0,38,747,704,706
2175,B,1,8,0,0,0,0,39,705,711,650
2176,B,0,,0,0,0,1,35,776,721,788
2177,B,0,7,0,1,0,0,57,727,754,724
2178,B,1,,1,0,0,1,30,726,759,760
2179,B,1,,1,0,0,1,30,732,806,753
2180,B,1,7,0,0,0,0,46,724,710,696
2181,B,0,8,1,1,0,0,40,715,768,682
2182,B,1,,1,0,1,0,59,786,740,760
2183,B,0,8,0,0,0,0,39,724,783,722
2184,B,0,7,1,0,0,0,58,780,715,782
2185,B,1,8,0,1,0,0,39,708,740,682
2186,B,1,7,1,0,0,0,40,734,779,725
2187,B,1,7,0,1,0,1,30,784,715,730
2188,B,1,7,1,0,0,0,59,764,715,719
2189,B,0,,1,0,0,1,32,752,773,716
2190,B,1,8,0,0,1,0,56,787,698,709
2191,B,0,7,0,0,0,1,33,773,736,716
2192,B,0,,1,0,0,0,45,787,744,761
2193,B,1,8,1,0,0,1,30,728,717,719
2194,B,1,,0,0,0,1,31,756,759,772
2195,B,0,8,1,0,0,0,50,797,743,762
2196,B,0,8,0,0,0,0,43,678,728,681
2197,B,0,,1,1,0,0,48,737,754,671
2198,B,0,7,1,0,0,1,33,732,745,708
2199,B,0,7,0,0,0,0,58,771,757,740
2200,B,0,,0,0,0,0,40,739,785,725
2201,C,1,,0,0,1,0,83,759,754,745
2202,C,1,7,0,1,0,0,71,850,723,786
2203,C,1,,0,0,0,0,76,722,727,688
2204,C,0,8,1,0,1,0,85,745,804,757
2205,C,0,7,0,1,0,1,66,823,734,840
2206,C,0,8,0,1,0,1,66,751,748,694
2207,C,0,7,0,1,0,1,61,739,765,707
2208,C,0,7,0,0,0,0,77,720,746,686
2209,C,0,8,0,1,0,1,63,700,759,673
2210,C,1,,0,0,0,0,77,791,724,771
2211,C,1,7,1,0,0,1,66,746,760,714
2212,C,1,7,0,1,0,0,78,750,755,743
2213,C,0,8,1,1,0,1,64,744,747,729
2214,C,0,7,0,1,0,0,73,698,744,690
2215,C,0,7,1,0,0,1,65,744,727,764
2216,C,1,7,1,0,0,0,71,748,775,747
2217,C,1,,0,0,1,1,61,774,707,768
2218,C,0,7,0,0,0,0,70,761,682,721
2219,C,1,7,0,1,1,1,65,786,735,775
2220,C,1,7,0,0,0,0,84,766,750,756
2221,C,1,,0,0,1,0,73,798,747,734
2222,C,0,8,0,0,0,0,73,758,778,760
2223,C,1,8,0,0,0,0,77,713,699,652
2224,C,1,,1,0,0,1,66,703,748,679
2225,C,0,8,1,0,0,1,66,743,720,691
2226,C,1,,0,0,0,0,68,739,768,742
2227,C,1,,1,0,0,0,71,762,749,723
2228,C,1,8,1,0,0,0,86,707,740,697
2229,C,0,,0,1,0,0,70,752,704,714
2230,C,0,8,0,1,0,0,82,780,760,744
2231,C,0,8,1,0,0,1,62,733,757,758
2232,C,0,8,0,1,0,1,63,678,745,661
2233,C,1,8,1,0,0,0,75,720,736,739
2234,C,1,7,1,0,0,0,73,779,741,777
2235,C,1,,1,0,0,0,88,799,745,802
2236,C,0,,0,0,0,0,81,772,782,741
2237,C,0,7,0,0,0,0,83,803,712,760
2238,C,0,7,0,0,0,0,88,734,724,768
2239,C,1,,1,0,0,0,77,742,765,731
2240,C,0,7,1,0,0,0,79,701,850,650
2241,C,0,7,1,1,0,0,69,746,781,661
2242,C,0,7,0,1,1,1,63,778,753,693
2243,C,1,8,1,0,1,1,61,743,787,705
2244,C,0,8,1,0,1,0,80,726,793,710
2245,C,0,8,1,0,0,1,65,779,691,801
2246,C,0,7,1,0,0,0,73,705,756,704
2247,C,1,,0,1,0,0,73,811,710,826
2248,C,0,8,1,0,0,0,85,677,714,650
2249,C,1,,1,0,0,1,63,730,718,727
2250,C,1,,0,0,0,0,83,665,718,684
2251,C,1,8,0,0,0,0,87,756,732,751
2252,C,0,8,0,0,0,0,85,747,728,730
2253,C,0,7,0,0,0,0,84,772,791,728
2254,C,0,7,0,0,0,1,63,721,735,739
2255,C,1,,0,0,0,0,76,749,765,785
2256,C,0,7,0,1,0,1,61,666,777,665
2257,C,1,,0,0,0,1,64,727,766,760
2258,C,1,,0,0,0,0,69,714,712,657
2259,C,0,8,0,0,0,0,79,748,721,756
2260,C,0,,1,0,0,0,75,795,783,763
2261,C,0,8,0,0,1,0,82,768,716,745
2262,C,0,7,0,1,0,0,75,738,769,713
2263,C,1,8,1,0,0,0,78,711,795,712
2264,C,1,8,1,1,0,0,69,690,770,650
2265,C,1,8,0,0,0,1,65,753,724,735
2266,C,1,8,1,0,0,1,60,701,802,720
2267,C,1,7,0,1,0,0,67,794,729,751
2268,C,1,8,0,1,0,0,84,698,730,665
2269,C,1,8,0,0,0,0,83,752,723,709
2270,C,1,8,0,0,0,1,61,781,803,753
2271,C,0,,1,0,1,0,82,695,738,650
2272,C,0,8,0,0,0,0,83,706,727,685
2273,C,0,,0,0,1,1,62,754,733,729
2274,C,1,7,0,0,1,0,86,720,741,697
2275,C,0,7,1,0,0,1,64,765,740,752
2276,C,0,,0,0,0,1,66,752,730,755
2277,C,0,7,0,1,0,0,84,735,752,682
2278,C,1,7,0,1,0,0,78,669,771,676
2279,C,0,,1,0,0,0,81,698,727,653
2280,C,1,,0,0,0,0,72,763,782,713
2281,C,0,8,0,0,1,0,82,739,761,724
2282,C,1,7,1,0,0,1,61,724,728,756
2283,C,1,,0,0,0,0,82,737,807,704
2284,C,0,,1,1,0,0,70,762,758,741
2285,C,1,,0,0,0,0,71,749,687,722
2286,C,0,,1,1,0,1,60,756,719,742
2287,C,0,,1,1,0,0,82,824,799,762
2288,C,0,8,1,0,0,0,78,747,748,740
2289,C,1,,1,1,0,0,85,743,773,707
2290,C,1,,0,0,0,0,86,693,753,680
2291,C,1,,0,0,0,1,61,753,766,776
2292,C,0,8,1,0,0,1,60,783,743,798
2293,C,0,,1,1,0,0,77,722,781,732
2294,C,0,7,0,0,0,0,73,799,772,811
2295,C,1,,1,0,0,0,71,710,736,683
2296,C,1,7,0,0,0,1,65,730,771,693
2297,C,1,,0,0,0,0,84,741,692,701
2298,C,1,8,0,0,0,0,77,771,809,729
2299,C,0,7,0,0,1,0,77,756,771,758
